Firename_year,Fire_year_month,Fire_year,Region,Ranger_unit,Ranger_unit2,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities,Start_month
GUNTLEY_1995,GUNTLEY_1995_10,1995,Coast,Mendocino,NA,GUNTLEY,1995-10-04,1995-10-05,CDF,2540,NA,BG,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
ORESTIMA_1995,ORESTIMA_1995_10,1995,Coast,Santa Clara,NA,ORESTIMA,1995-10-22,1995-10-26,CDF,1755,NA,BG,Debris,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
VISION_1995,VISION_1995_10,1995,Coast,Marin County,NA,VISION,1995-10-04,1995-10-07,NPS,NA,12354,NA,Campfire,45,NA,NA,NA,NA,NA,NA,NA,12,0,0,10
STATE_1995,STATE_1995_6,1995,South,Riverside,NA,STATE,1995-06-23,1995-06-25,CDF,1963,NA,BG,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
LOST LAKE_1995,LOST LAKE_1995_6,1995,South,Riverside,NA,LOST LAKE,1995-06-23,1995-06-24,USFS,NA,2000,B,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
STATE #1030 (DAWSON)_1995,STATE #1030 (DAWSON)_1995_7,1995,South,Riverside,NA,STATE #1030 (DAWSON),1995-07-20,1995-07-22,CDF,4900,NA,BG,Playing with fire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
STATE_1995,STATE_1995_7,1995,South,Riverside,NA,STATE,1995-07-22,1995-07-23,CDF,1335,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
MORENO-S-1046_1995,MORENO-S-1046_1995_7,1995,South,Riverside,NA,MORENO-S-1046,1995-07-23,1995-07-23,CDF,762,NA,B,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
STATE (STANLEY)_1995,STATE (STANLEY)_1995_7,1995,South,Riverside,NA,STATE (STANLEY),1995-07-27,1995-07-27,CDF,5000,NA,B,Vehicle,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
STATE 1102 (RECHE)_1995,STATE 1102 (RECHE)_1995_7,1995,South,Riverside,NA,STATE 1102 (RECHE),1995-07-27,1995-07-28,CDF,984,165,BG,Misc,1,NA,NA,NA,NA,NA,NA,NA,2,0,0,7
MAYWOOD FIRE_1995,MAYWOOD FIRE_1995_7,1995,South,Riverside,NA,MAYWOOD FIRE,1995-07-30,1995-08-01,CDF,1100,NA,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
BENTON_1995,BENTON_1995_7,1995,South,Riverside,NA,BENTON,1995-07-30,1995-07-30,CDF,430,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
VERBENIA_1995,VERBENIA_1995_8,1995,South,Riverside,NA,VERBENIA,1995-08-04,1995-08-10,CDF,23851,NA,B,Equipment use,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,8
LINCOLN_1995,LINCOLN_1995_9,1995,South,Riverside,NA,LINCOLN,1995-09-24,1995-09-24,LOCAL,NA,540,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,9
STATE_1995,STATE_1995_9,1995,South,Riverside,NA,STATE,1995-09-26,1995-09-26,CDF,3500,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,9
BLUFF_1995,BLUFF_1995_10,1995,South,Riverside,NA,BLUFF,1995-10-13,1995-10-16,CDF,2624,NA,BG,Campfire,3,NA,NA,NA,NA,NA,NA,NA,2,0,0,10
ESPERANZA_1995,ESPERANZA_1995_11,1995,South,Riverside,NA,ESPERANZA,1995-11-25,1995-11-26,CDF,660,NA,G,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,11
POLE_1995,POLE_1995_6,1995,South,San Bernardino,NA,POLE,1995-06-14,1995-06-15,CDF,4800,NA,B,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
PILGRIM_1995,PILGRIM_1995_7,1995,South,San Bernardino,NA,PILGRIM,1995-07-21,1995-07-24,CDF,2236,NA,G,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
JENNY_1995,JENNY_1995_7,1995,South,San Bernardino,NA,JENNY,1995-07-31,1995-07-31,CDF,420,NA,B,Lightning,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
CITY_1995,CITY_1995_10,1995,South,San Bernardino,NA,CITY,1995-10-22,1995-10-23,CITY,NA,2500,BG,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
BUTTERFIELD_1995,BUTTERFIELD_1995_6,1995,South,San Diego,NA,BUTTERFIELD,1995-06-19,1995-06-24,CDF,7083,NA,B,Misc,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,6
MARRON #4_1995,MARRON #4_1995_7,1995,South,San Diego,NA,MARRON #4,1995-07-11,1995-07-11,CDF,645,NA,BA,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
FOREST GATE_1995,FOREST GATE_1995_7,1995,South,San Diego,NA,FOREST GATE,1995-07-29,1995-07-30,CDF,1650,NA,B,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
EL MONTE_1995,EL MONTE_1995_8,1995,South,San Diego,NA,EL MONTE,1995-08-27,1995-08-27,CDF,512,7588,B,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
SYCAMORE_1995,SYCAMORE_1995_8,1995,South,San Diego,NA,SYCAMORE,1995-08-29,1995-09-02,CDF,10000,NA,B,Undetermined,3,NA,NA,NA,NA,NA,NA,NA,3,0,0,8
POWAY_1995,POWAY_1995_8,1995,South,San Diego,NA,POWAY,1995-08-31,1995-09-02,CDF,1637,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
WARNERS_1995,WARNERS_1995_10,1995,South,San Diego,NA,WARNERS,1995-10-13,1995-10-14,CDF,2400,NA,B,Misc,20,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
SPRINGS_1995,SPRINGS_1995_10,1995,South,San Diego,NA,SPRINGS,1995-10-20,1995-10-20,CDF,307,NA,B,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
TECATE #30_1995,TECATE #30_1995_11,1995,South,San Diego,NA,TECATE #30,1995-11-28,1995-11-30,CDF,500,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,11
ASSIST #51_1995,ASSIST #51_1995_10,1995,South,San Luis Obispo,Ventura,ASSIST #51,1995-10-18,1995-10-18,CC,NA,1525,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
BALD_1995,BALD_1995_10,1995,South,San Luis Obispo,NA,BALD,1995-10-26,1995-10-26,CDF,2900,NA,GWB,Escape,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
POWERHOUSE_1995,POWERHOUSE_1995_8,1995,South,Fresno-Kings,NA,POWERHOUSE,1995-08-23,1995-08-24,CDF,500,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
NEES FIRE_1995,NEES FIRE_1995_5,1995,South,Madera-Mariposa,NA,NEES FIRE,1995-05-08,1995-05-08,CDF,1820,NA,G,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,5
LOPEZ/KERN CO #8_1995,LOPEZ/KERN CO #8_1995_7,1995,South,Tulare,NA,LOPEZ/KERN CO #8,1995-07-30,1995-08-01,CC,NA,1985,W,Lightning,4,NA,NA,NA,NA,NA,NA,NA,1,0,0,7
PG&E 13_1995,PG&E 13_1995_7,1995,South,Tuolumne-Calaveras,NA,PG&E 13,1995-07-16,1995-07-17,CDF,3212,NA,G,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
MURRAY_1995,MURRAY_1995_10,1995,South,Tuolumne-Calaveras,NA,MURRAY,1995-10-06,1995-10-08,CDF,500,NA,BW,Misc,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
PG&E #8 (CAVENDALE)_1996,PG&E #8 (CAVENDALE)_1996_7,1996,Coast,Sonoma (Exp 001),NA,PG&E #8 (CAVENDALE),1996-07-13,1996-08-03,CDF,2100,NA,BWA,Powerlines,5,NA,NA,NA,NA,NA,NA,NA,5,0,0,7
MNF-334 ASSIST (FORK)_1996,MNF-334 ASSIST (FORK)_1996_8,1996,Coast,Lake-Napa,NA,MNF-334 ASSIST (FORK),1996-08-11,1996-08-25,USFS,7200,75780,W,Undetermined,40,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
SRF ASSIST #15 (PANTHER)_1996,SRF ASSIST #15 (PANTHER)_1996_9,1996,Coast,Humboldt-Del Norte,NA,SRF ASSIST #15 (PANTHER),1996-09-26,1996-09-29,USFS,NA,350,BT,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9
GATES_1996,GATES_1996_10,1996,Coast,Lake-Napa (Solano Co.),NA,GATES,1996-10-09,1996-10-11,CDF,1500,NA,GWB,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
BYERS_1996,BYERS_1996_7,1996,Cascade,Lassen,NA,BYERS,1996-07-02,1996-07-03,CDF,1000,NA,B,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
BELLI RANCH_1996,BELLI RANCH_1996_8,1996,Cascade,Out of State (Nevada),NA,BELLI RANCH,1996-08-05,1996-08-08,NEVADA,NA,6724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
LIGHTNING #83 (DIXIE)_1996,LIGHTNING #83 (DIXIE)_1996_8,1996,Cascade,Lassen-Modoc,NA,LIGHTNING #83 (DIXIE),1996-08-16,1996-08-20,CDF/USFS,700,600,TW,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
USFS ASSIST #33 (ROCK FIRE)_1996,USFS ASSIST #33 (ROCK FIRE)_1996_8,1996,Cascade,Shasta-Trinity NF (SHU),NA,USFS ASSIST #33 (ROCK FIRE),1996-08-15,1996-08-31,USFS,NA,2523,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
MODOC NF 707 (AMBROSE)_1996,MODOC NF 707 (AMBROSE)_1996_8,1996,Cascade,Modoc NF (LMU),NA,MODOC NF 707 (AMBROSE),1996-08-26,1996-08-28,USFS,NA,20412,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
STATE (IDA)_1996,STATE (IDA)_1996_1,1996,South,Riverside,NA,STATE (IDA),1996-01-03,1996-01-03,CDF,380,NA,B,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
HONEY_1996,HONEY_1996_1,1996,South,San Diego,NA,HONEY,1996-01-10,1996-01-11,CDF,3500,NA,B,Undetermined,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
OTAY #28_1996,OTAY #28_1996_4,1996,South,San Diego,NA,OTAY #28,1996-04-15,1996-04-15,CDF,1402,NA,GB,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,4
BORREGO_1996,BORREGO_1996_4,1996,South,San Diego,NA,BORREGO,1996-04-21,1996-04-25,CDF,1325,NA,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,4
ASSIST #16_1996,ASSIST #16_1996_4,1996,South,San Luis Obispo,NA,ASSIST #16,1996-04-28,1996-05-03,CC,NA,7115,GB,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,4
OTAY #121_1996,OTAY #121_1996_4,1996,South,San Diego,NA,OTAY #121,1996-04-29,1996-05-03,CDF,1220,NA,B,Campfire,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,4
MACK_1996,MACK_1996_5,1996,South,Riverside,NA,MACK,1996-05-05,1996-05-06,CDF,350,NA,B,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,5
PONY-STATE_1996,PONY-STATE_1996_5,1996,South,Riverside,NA,PONY-STATE,1996-05-13,1996-05-13,CDF/BLM,1038,150,WB,Arson,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,5
PALA_1996,PALA_1996_5,1996,South,San Diego,NA,PALA,1996-05-17,1996-05-17,CDF,357,NA,B,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,5
STATE 837_1996,STATE 837_1996_6,1996,South,Riverside,NA,STATE 837,1996-06-01,1996-06-02,CDF,646,7,GB,Equipment Use,5,NA,NA,NA,NA,NA,NA,NA,2,0,0,6
DEEP CREEK_1996,DEEP CREEK_1996_6,1996,South,San Bernardino,NA,DEEP CREEK,1996-06-01,1996-06-02,CDF,920,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
RECHE_1996,RECHE_1996_6,1996,South,Riverside,NA,RECHE,1996-06-02,1996-06-03,CDF,850,NA,T,Fireworks,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
JACK RABBIT_1996,JACK RABBIT_1996_6,1996,South,Riverside,NA,JACK RABBIT,1996-06-07,1996-06-07,CDF,600,NA,T,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
ESPARENZA_1996,ESPARENZA_1996_6,1996,South,Riverside,NA,ESPARENZA,1996-06-11,1996-06-12,CDF,380,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
WEBER_1996,WEBER_1996_6,1996,South,San Bernardino,NA,WEBER,1996-06-16,1996-06-16,CDF,360,NA,B,Undetermined,4,NA,NA,NA,NA,NA,NA,NA,2,0,0,6
RANCH_1996,RANCH_1996_6,1996,South,Los Angeles County,NA,RANCH,1996-06-19,1996-06-19,CC,NA,540,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
EGG FIRE_1996,EGG FIRE_1996_6,1996,South,San Diego,NA,EGG FIRE,1996-06-19,1996-06-20,CDF,1000,NA,BG,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
SOBOBA_1996,SOBOBA_1996_6,1996,South,Riverside,NA,SOBOBA,1996-06-23,1996-06-23,CDF/BIA,671,NA,B,Playing with fire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
JACK RABBIT_1996,JACK RABBIT_1996_6,1996,South,Riverside,NA,JACK RABBIT,1996-06-23,1996-06-24,CDF,343,NA,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
PECHANGA_1996,PECHANGA_1996_6,1996,South,Riverside,NA,PECHANGA,1996-06-29,1996-06-29,CDF/BIA,1336,NA,GB,Undetermined,3,NA,NA,NA,NA,NA,NA,NA,1,0,0,6
DOVE_1996,DOVE_1996_6,1996,South,Riverside,NA,DOVE,1996-06-29,1996-06-30,CDF,930,NA,GB,Equipment Use,14,NA,NA,NA,NA,NA,NA,NA,4,0,0,6
CIRCLE_1996,CIRCLE_1996_6,1996,South,Riverside,NA,CIRCLE,1996-06-29,1996-07-01,CDF,1200,NA,GB,Equipment Use,1,NA,NA,NA,NA,NA,NA,NA,2,0,0,6
KITCHING_1996,KITCHING_1996_6,1996,South,Riverside,NA,KITCHING,1996-06-29,1996-06-30,CDF,530,NA,B,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
STATE ASSIST (BEE)_1996,STATE ASSIST (BEE)_1996_6,1996,South,Riverside,NA,STATE ASSIST (BEE),1996-06-29,1996-07-05,USFS,NA,9620,NA,Shooting,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
PHILADELPHIA_1996,PHILADELPHIA_1996_7,1996,South,Riverside,NA,PHILADELPHIA,1996-07-20,1996-07-20,LOCAL,NA,1700,NA,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
SUEY CREEK_1996,SUEY CREEK_1996_7,1996,South,San Luis Obispo,NA,SUEY CREEK,1996-07-22,1996-07-23,CDF,676,NA,B,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
SLAUGHTER HOUSE_1996,SLAUGHTER HOUSE_1996_7,1996,South,San Diego,NA,SLAUGHTER HOUSE,1996-07-30,1996-07-31,CDF,750,NA,B,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
OTAY #269_1996,OTAY #269_1996_7,1996,South,San Diego,NA,OTAY #269,1996-07-31,1996-08-01,CDF,750,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
WOLFSKILL_1996,WOLFSKILL_1996_8,1996,South,Riverside,NA,WOLFSKILL,1996-08-12,1996-08-18,CDF,12142,NA,GB,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
58' (HWY 58)_1996,58' (HWY 58)_1996_8,1996,South,San Luis Obispo,NA,58' (HWY 58),1996-08-15,1996-08-22,CDF/USFS,33094,73574,B,Vehicle,13,NA,NA,NA,NA,NA,NA,NA,1,0,0,8
CABAZON_1996,CABAZON_1996_8,1996,South,Riverside,NA,CABAZON,1996-08-15,1996-08-15,CDF,675,127,B,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
RESEVOIR FIRE_1996,RESEVOIR FIRE_1996_8,1996,South,Los Angeles (DBU),NA,RESEVOIR FIRE,1996-08-23,1996-08-27,USFS,NA,1426,NA,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
ASSIST/MARPLE_1996,ASSIST/MARPLE_1996_8,1996,South,Los Angeles Co./ANF,NA,ASSIST/MARPLE,1996-08-26,1996-09-03,CC,6000,15500,NA,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
DOUBLE_1996,DOUBLE_1996_8,1996,South,Riverside,NA,DOUBLE,1996-08-29,1996-08-29,CDF,1210,NA,G,Arson,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
STATE-SABINA_1996,STATE-SABINA_1996_9,1996,South,Riverside,NA,STATE-SABINA,1996-09-04,1996-09-04,CDF,700,22,WB,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,9
STATE 1860 (WESLEY)_1996,STATE 1860 (WESLEY)_1996_9,1996,South,Riverside,NA,STATE 1860 (WESLEY),1996-09-30,1996-10-01,CDF,500,NA,GB,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,9
HARMONY_1996,HARMONY_1996_10,1996,South,San Diego,NA,HARMONY,1996-10-21,1996-10-23,CDF,5000,NA,B,Undetermined,26,NA,NA,NA,NA,NA,NA,NA,18,0,1,10
RINCON #21_1996,RINCON #21_1996_10,1996,South,San Diego,NA,RINCON #21,1996-10-21,1996-10-22,CDF,1790,NA,B,Undetermined,3,NA,NA,NA,NA,NA,NA,NA,4,0,0,10
CALABASAS FIRE_1996,CALABASAS FIRE_1996_10,1996,South,Los Angeles County,NA,CALABASAS FIRE,1996-10-21,1996-10-26,CC,NA,13010,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,5,0,0,10
OTAY #322_1996,OTAY #322_1996_10,1996,South,San Diego,NA,OTAY #322,1996-10-22,1996-10-26,CDF,14720,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
POLI_1996,POLI_1996_10,1996,South,Ventura,NA,POLI,1996-10-25,1996-10-26,CC,NA,450,B,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10
PANOCHE_1996,PANOCHE_1996_4,1996,Sierra,Fresno-Kings,NA,PANOCHE,1996-04-15,1996-04-16,CDF/BLM,3000,NA,G,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,4
FKU-15832_1996,FKU-15832_1996_4,1996,Sierra,Fresno-Kings,NA,FKU-15832,1996-04-19,1996-04-19,LOCAL,NA,920,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,4
PANOCHE_1996,PANOCHE_1996_4,1996,Sierra,Fresno-Kings,NA,PANOCHE,1996-04-27,1996-04-28,CDF,18350,NA,G,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,4
SKYLINE_1996,SKYLINE_1996_4,1996,Sierra,Kings County Assist,NA,SKYLINE,1996-04-27,1996-04-27,CC,NA,16740,NA,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4
GALE_1996,GALE_1996_4,1996,Sierra,Fresno-Kings,NA,GALE,1996-04-27,1996-04-27,CDF,1500,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,4
HWY 33_1996,HWY 33_1996_5,1996,Sierra,Fresno-Kings,NA,HWY 33,1996-05-22,1996-05-23,CDF,4000,NA,G,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,5
WEAVER_1996,WEAVER_1996_6,1996,Sierra,Madera-Mariposa,NA,WEAVER,1996-06-10,1996-06-10,LOCAL,NA,1500,G,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
MERCY_1996,MERCY_1996_6,1996,Sierra,Madera-Mariposa,NA,MERCY,1996-06-18,1996-06-19,CDF,16820,NA,G,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,6
WASIOJA_1996,WASIOJA_1996_7,1996,Sierra,Santa Barbara Co. LPF,NA,WASIOJA,1996-07-03,1996-07-05,USFS,NA,2975,NA,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
CASTLE COMPLEX_1996,CASTLE COMPLEX_1996_7,1996,Sierra,Tulare,NA,CASTLE COMPLEX,1996-07-11,1996-08-04,NPS,NA,1633,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
WHITE OAK_1996,WHITE OAK_1996_7,1996,Sierra,Tulare,NA,WHITE OAK,1996-07-23,1996-07-23,CC,NA,7150,GB,Undetermined,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,7
STUMPFIELD_1996,STUMPFIELD_1996_8,1996,Sierra,Madera-Mariposa,NA,STUMPFIELD,1996-08-01,1996-08-03,CDF,3000,NA,TGWB,Equipment use,43,NA,NA,NA,NA,NA,NA,NA,3,0,0,8
COTTON_1996,COTTON_1996_8,1996,Sierra,Madera-Mariposa,NA,COTTON,1996-08-01,1996-08-01,CDF,720,NA,GB,Undetermined,1,NA,NA,NA,NA,NA,NA,NA,2,0,0,8
CDF ASSIST (SCOTT)_1996,CDF ASSIST (SCOTT)_1996_8,1996,Sierra,Amador-El Dorado,NA,CDF ASSIST (SCOTT),1996-08-02,1996-08-03,CITY,NA,9820,G,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
LIGHTNING #40_1996,LIGHTNING #40_1996_8,1996,Sierra,Tuolumne-Calaveras,NA,LIGHTNING #40,1996-08-12,1996-08-12,CDF,1500,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
LIGHTNING #12 (BEAR)_1996,LIGHTNING #12 (BEAR)_1996_8,1996,Sierra,Calaveras,NA,LIGHTNING #12 (BEAR),1996-08-12,1996-08-15,CDF,1250,NA,WTGB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
LIGHTNING #14 (ESPERANZA)_1996,LIGHTNING #14 (ESPERANZA)_1996_8,1996,Sierra,Tuolumne-Calaveras,NA,LIGHTNING #14 (ESPERANZA),1996-08-12,1996-08-20,CDF,3000,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
MANUAL_1996,MANUAL_1996_8,1996,Sierra,Tuolumne-Calaveras,NA,MANUAL,1996-08-12,1996-08-13,CDF,325,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
LIGHTNING #29 (KEYSTONE)_1996,LIGHTNING #29 (KEYSTONE)_1996_8,1996,Sierra,Tuolumne-Calaveras,NA,LIGHTNING #29 (KEYSTONE),1996-08-12,1996-08-12,CDF/BLM,3000,4000,GB,Lightning,20,NA,NA,NA,NA,NA,NA,NA,7,0,0,8
KAWEAH_1996,KAWEAH_1996_8,1996,Sierra,Tulare,NA,KAWEAH,1996-08-13,1996-08-22,CDF/NPS,1220,3259,GB,Vehicle,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
ROGGE FIRE_1996,ROGGE FIRE_1996_8,1996,Sierra,Stanislaus NF,NA,ROGGE FIRE,1996-08-14,1996-08-24,USFS,NA,23200,NA,Lightning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
ACKERSON FIRE_1996,ACKERSON FIRE_1996_8,1996,Sierra,Yosemite NP,NA,ACKERSON FIRE,1996-08-14,1996-08-31,USFS,NA,46030,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
TRIMMER_1996,TRIMMER_1996_8,1996,Sierra,Fresno,NA,TRIMMER,1996-08-17,1996-08-19,CDF,5607,NA,GB,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,8
CHOLOLLO_1996,CHOLOLLO_1996_8,1996,Sierra,Sequoia NF,NA,CHOLOLLO,1996-08-18,1996-08-23,BIA,NA,2850,NA,Suspect Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
WILD_1996,WILD_1996_10,1996,Sierra,Los Padres NF,NA,WILD,1996-10-07,1996-10-15,USFS,NA,25590,NA,Suspect Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10
OAK FLAT_1996,OAK FLAT_1996_10,1996,Sierra,Tulare,NA,OAK FLAT,1996-10-10,1996-10-01,USFS,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10
BANOS_1996,BANOS_1996_10,1996,Sierra,Madera-Mariposa,NA,BANOS,1996-10-18,1996-10-19,CDF,4380,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,10
SUR_1996,SUR_1996_10,1996,Sierra,Monterey,NA,SUR,1996-10-18,1996-10-27,USFS,NA,4430,NA,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10
LIGHTNING #70_1997,LIGHTNING #70_1997_8,1997,Cascade,Lassen-Modoc,NA,LIGHTNING #70,1997-08-04,1997-08-06,CDF,722,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,8
LASSEN NP 2225 (HUFFER)_1997,LASSEN NP 2225 (HUFFER)_1997_8,1997,Cascade,Lassen NP,NA,LASSEN NP 2225 (HUFFER),1997-08-06,1997-08-12,NPS,NA,2290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
WILLIAM_1997,WILLIAM_1997_9,1997,Cascade,Nevada-Yuba-Placer,NA,WILLIAM,1997-09-27,1997-09-30,CDF,5810,NA,TGWAB,Vehicle,85,NA,NA,NA,NA,NA,NA,NA,7,0,0,9
PONDEROSA_1997,PONDEROSA_1997_9,1997,Cascade,Tehama-Glenn,NA,PONDEROSA,1997-09-27,1997-09-28,CDF,1100,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,9
SHOOTING_1997,SHOOTING_1997_5,1997,South,San Bernardino,NA,SHOOTING,1997-05-01,1997-05-02,USFS,NA,4500,B,Shooting,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,5
STATE FIRE (BEACH)_1997,STATE FIRE (BEACH)_1997_5,1997,South,Riverside,NA,STATE FIRE (BEACH),1997-05-09,1997-05-09,CDF,2400,NA,GB,Smoking,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,5
STATE (BROWN)_1997,STATE (BROWN)_1997_5,1997,South,Riverside,NA,STATE (BROWN),1997-05-10,1997-05-10,CDF,320,NA,B,Arson,3,NA,NA,NA,NA,NA,NA,NA,0,0,1,5
